"tourney_id","tourney_name","surface","draw_size","tourney_level","tourney_date","match_num","players_info","match_info"
"2022-580","Australian Open","Hard",128,"G",20220117,150,"[{""id"": 105613, ""name"": ""Norbert Gombos"", ""hand"": ""R"",""height"":193,""ioc"":""SVK"",""age"":31.4, ""rank"": 117, ""rank_points"": 624}, {""id"":207608, ""name"": ""Timofey Skatov"", ""hand"":""R"", ""height"":173, ""ioc"": ""RUS"", ""age"": 20.9, ""rank"": 253, ""rank_points"": 240}]","{""score"": ""6-3 6-2 1-6 6-4"", ""best_of"": 5, ""round"": ""R128"", ""minutes"": 173, ""winner_id"": 105613, ""loser_id"": 207608}"
"2022-580","Australian Open","Hard",128,"G",20220117,151,"[{""id"": 105227, ""name"": ""Marin Cilic"", ""hand"": ""R"",""height"":198,""ioc"":""CRO"",""age"":33.3, ""rank"": 27, ""rank_points"": 1840}, {""id"":105877, ""name"": ""Emilio Gomez"", ""hand"":""R"", ""height"":185, ""ioc"": ""ECU"", ""age"": 30.1, ""rank"": 153, ""rank_points"": 450}]","{""score"": ""6-3 6-1 6-2"", ""best_of"": 5, ""round"": ""R128"", ""minutes"": 100, ""winner_id"": 105227, ""loser_id"": 105877}"
"2022-580","Australian Open","Hard",128,"G",20220117,152,"[{""id"": 105554, ""name"": ""Daniel Evans"", ""hand"": ""R"",""height"":175,""ioc"":""GBR"",""age"":31.6, ""rank"": 24, ""rank_points"": 1957}, {""id"":105676, ""name"": ""David Goffin"", ""hand"":""R"", ""height"":180, ""ioc"": ""BEL"", ""age"": 31.1, ""rank"": 45, ""rank_points"": 1216}]","{""score"": ""6-4 6-3 6-0"", ""best_of"": 5, ""round"": ""R128"", ""minutes"": 108, ""winner_id"": 105554, ""loser_id"": 105676}"
"2022-580","Australian Open","Hard",128,"G",20220117,153,"[{""id"": 126239, ""name"": ""Arthur Rinderknech"", ""hand"": ""R"",""height"":196,""ioc"":""FRA"",""age"":26.4, ""rank"": 48, ""rank_points"": 1178}, {""id"":200615, ""name"": ""Alexei Popyrin"", ""hand"":""R"", ""height"":196, ""ioc"": ""AUS"", ""age"": 22.4, ""rank"": 59, ""rank_points"": 1010}]","{""score"": ""7-5 4-6 6-2 3-6 6-3"", ""best_of"": 5, ""round"": ""R128"", ""minutes"": 202, ""winner_id"": 126239, ""loser_id"": 200615}"
"2022-580","Australian Open","Hard",128,"G",20220117,154,"[{""id"": 200221, ""name"": ""Alejandro Davidovich Fokina"", ""hand"": ""R"",""height"":183,""ioc"":""ESP"",""age"":22.6, ""rank"": 50, ""rank_points"": 1160}, {""id"":106109, ""name"": ""Alex Bolt"", ""hand"":""L"", ""height"":183, ""ioc"": ""AUS"", ""age"": 29.0, ""rank"": 152, ""rank_points"": 451}]","{""score"": ""6-3 6-3 6-4"", ""best_of"": 5, ""round"": ""R128"", ""minutes"": 118, ""winner_id"": 200221, ""loser_id"": 106109}"
"2022-580","Australian Open","Hard",128,"G",20220117,155,"[{""id"": 200000, ""name"": ""Felix Auger Aliassime"", ""hand"": ""R"",""height"":193,""ioc"":""CAN"",""age"":21.4, ""rank"": 9, ""rank_points"": 3608}, {""id"":200325, ""name"": ""Emil Ruusuvuori"", ""hand"":""R"", ""height"":188, ""ioc"": ""FIN"", ""age"": 22.7, ""rank"": 90, ""rank_points"": 783}]","{""score"": ""6-4 0-6 3-6 6-3 6-4"", ""best_of"": 5, ""round"": ""R128"", ""minutes"": 220, ""winner_id"": 200000, ""loser_id"": 200325}"
"2022-580","Australian Open","Hard",128,"G",20220117,156,"[{""id"": 106043, ""name"": ""Diego Schwartzman"", ""hand"": ""R"",""height"":170,""ioc"":""ARG"",""age"":29.4, ""rank"": 13, ""rank_points"": 2730}, {""id"":105936, ""name"": ""Filip Krajinovic"", ""hand"":""R"", ""height"":185, ""ioc"": ""SRB"", ""age"": 29.8, ""rank"": 36, ""rank_points"": 1427}]","{""score"": ""6-3 6-4 7-5"", ""best_of"": 5, ""round"": ""R128"", ""minutes"": 148, ""winner_id"": 106043, ""loser_id"": 105936}"
"2022-580","Australian Open","Hard",128,"G",20220117,157,"[{""id"": 106331, ""name"": ""Christopher Oconnell"", ""hand"": ""R"",""height"":183,""ioc"":""AUS"",""age"":27.6, ""rank"": 175, ""rank_points"": 383}, {""id"":200384, ""name"": ""Hugo Gaston"", ""hand"":""L"", ""height"":173, ""ioc"": ""FRA"", ""age"": 21.3, ""rank"": 67, ""rank_points"": 919}]","{""score"": ""7-6(4) 6-0 4-6 6-1"", ""best_of"": 5, ""round"": ""R128"", ""minutes"": 155, ""winner_id"": 106331, ""loser_id"": 200384}"
"2022-580","Australian Open","Hard",128,"G",20220117,158,"[{""id"": 207830, ""name"": ""Tomas Machac"", ""hand"": ""R"",""height"":183,""ioc"":""CZE"",""age"":21.2, ""rank"": 132, ""rank_points"": 555}, {""id"":207678, ""name"": ""Juan Manuel Cerundolo"", ""hand"":""L"", ""height"":183, ""ioc"": ""ARG"", ""age"": 20.1, ""rank"": 80, ""rank_points"": 818}]","{""score"": ""6-3 2-6 6-4 6-2"", ""best_of"": 5, ""round"": ""R128"", ""minutes"": 175, ""winner_id"": 207830, ""loser_id"": 207678}"
"2022-580","Australian Open","Hard",128,"G",20220117,159,"[{""id"": 202195, ""name"": ""Maxime Cressy"", ""hand"": ""R"",""height"":198,""ioc"":""USA"",""age"":24.6, ""rank"": 70, ""rank_points"": 875}, {""id"":104545, ""name"": ""John Isner"", ""hand"":""R"", ""height"":206, ""ioc"": ""USA"", ""age"": 36.7, ""rank"": 25, ""rank_points"": 1881}]","{""score"": ""7-6(2) 7-5 6-7(4) 6-7(4) 6-4"", ""best_of"": 5, ""round"": ""R128"", ""minutes"": 250, ""winner_id"": 202195, ""loser_id"": 104545}"
"2022-580","Australian Open","Hard",128,"G",20220117,160,"[{""id"": 104755, ""name"": ""Richard Gasquet"", ""hand"": ""R"",""height"":185,""ioc"":""FRA"",""age"":35.5, ""rank"": 81, ""rank_points"": 807}, {""id"":200005, ""name"": ""Ugo Humbert"", ""hand"":""L"", ""height"":188, ""ioc"": ""FRA"", ""age"": 23.5, ""rank"": 40, ""rank_points"": 1318}]","{""score"": ""3-6 7-6(4) 7-6(3) 6-3"", ""best_of"": 5, ""round"": ""R128"", ""minutes"": 198, ""winner_id"": 104755, ""loser_id"": 200005}"
"2022-580","Australian Open","Hard",128,"G",20220117,161,"[{""id"": 122298, ""name"": ""Botic Van De Zandschulp"", ""hand"": ""R"",""height"":188,""ioc"":""NED"",""age"":26.2, ""rank"": 57, ""rank_points"": 1069}, {""id"":105526, ""name"": ""Jan Lennard Struff"", ""hand"":""R"", ""height"":193, ""ioc"": ""GER"", ""age"": 31.7, ""rank"": 52, ""rank_points"": 1149}]","{""score"": ""6-4 6-3 6-2"", ""best_of"": 5, ""round"": ""R128"", ""minutes"": 109, ""winner_id"": 122298, ""loser_id"": 105526}"
"2022-580","Australian Open","Hard",128,"G",20220117,162,"[{""id"": 106401, ""name"": ""Nick Kyrgios"", ""hand"": ""R"",""height"":193,""ioc"":""AUS"",""age"":26.7, ""rank"": 115, ""rank_points"": 648}, {""id"":106281, ""name"": ""Liam Broady"", ""hand"":""L"", ""height"":183, ""ioc"": ""GBR"", ""age"": 28.0, ""rank"": 128, ""rank_points"": 569}]","{""score"": ""6-4 6-4 6-3"", ""best_of"": 5, ""round"": ""R128"", ""minutes"": 114, ""winner_id"": 106401, ""loser_id"": 106281}"
"2022-580","Australian Open","Hard",128,"G",20220117,163,"[{""id"": 106421, ""name"": ""Daniil Medvedev"", ""hand"": ""R"",""height"":198,""ioc"":""RUS"",""age"":25.9, ""rank"": 2, ""rank_points"": 8935}, {""id"":105967, ""name"": ""Henri Laaksonen"", ""hand"":""R"", ""height"":185, ""ioc"": ""SUI"", ""age"": 29.7, ""rank"": 91, ""rank_points"": 781}]","{""score"": ""6-1 6-4 7-6(3)"", ""best_of"": 5, ""round"": ""R128"", ""minutes"": 114, ""winner_id"": 106421, ""loser_id"": 105967}"
"2022-580","Australian Open","Hard",128,"G",20220117,164,"[{""id"": 200175, ""name"": ""Miomir Kecmanovic"", ""hand"": ""R"",""height"":183,""ioc"":""SRB"",""age"":22.3, ""rank"": 77, ""rank_points"": 836}, {""id"":126205, ""name"": ""Tommy Paul"", ""hand"":""R"", ""height"":185, ""ioc"": ""USA"", ""age"": 24.6, ""rank"": 41, ""rank_points"": 1317}]","{""score"": ""7-6(7) 7-5 7-6(8)"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 178, ""winner_id"": 200175, ""loser_id"": 126205}"
"2022-580","Australian Open","Hard",128,"G",20220117,165,"[{""id"": 132283, ""name"": ""Lorenzo Sonego"", ""hand"": ""R"",""height"":191,""ioc"":""ITA"",""age"":26.6, ""rank"": 26, ""rank_points"": 1860}, {""id"":106214, ""name"": ""Oscar Otte"", ""hand"":""R"", ""height"":196, ""ioc"": ""GER"", ""age"": 28.5, ""rank"": 96, ""rank_points"": 748}]","{""score"": ""2-6 6-2 6-3 6-1"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 151, ""winner_id"": 132283, ""loser_id"": 106214}"
"2022-580","Australian Open","Hard",128,"G",20220117,166,"[{""id"": 104792, ""name"": ""Gael Monfils"", ""hand"": ""R"",""height"":193,""ioc"":""FRA"",""age"":35.3, ""rank"": 20, ""rank_points"": 2373}, {""id"":122330, ""name"": ""Alexander Bublik"", ""hand"":""R"", ""height"":196, ""ioc"": ""KAZ"", ""age"": 24.5, ""rank"": 37, ""rank_points"": 1411}]","{""score"": ""6-1 6-0 6-4"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 89, ""winner_id"": 104792, ""loser_id"": 122330}"
"2022-580","Australian Open","Hard",128,"G",20220117,167,"[{""id"": 106426, ""name"": ""Cristian Garin"", ""hand"": ""R"",""height"":185,""ioc"":""CHI"",""age"":25.6, ""rank"": 19, ""rank_points"": 2375}, {""id"":124079, ""name"": ""Pedro Martinez"", ""hand"":""R"", ""height"":185, ""ioc"": ""ESP"", ""age"": 24.7, ""rank"": 61, ""rank_points"": 1001}]","{""score"": ""6-7(1) 7-6(4) 2-6 6-2 6-2"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 275, ""winner_id"": 106426, ""loser_id"": 124079}"
"2022-580","Australian Open","Hard",128,"G",20220117,168,"[{""id"": 200624, ""name"": ""Sebastian Korda"", ""hand"": ""R"",""height"":196,""ioc"":""USA"",""age"":21.5, ""rank"": 43, ""rank_points"": 1286}, {""id"":144895, ""name"": ""Corentin Moutet"", ""hand"":""L"", ""height"":178, ""ioc"": ""FRA"", ""age"": 22.7, ""rank"": 100, ""rank_points"": 737}]","{""score"": ""3-6 6-4 6-7(2) 7-5 7-6(6)"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 287, ""winner_id"": 200624, ""loser_id"": 144895}"
"2022-580","Australian Open","Hard",128,"G",20220117,169,"[{""id"": 105807, ""name"": ""Pablo Carreno Busta"", ""hand"": ""R"",""height"":188,""ioc"":""ESP"",""age"":30.5, ""rank"": 21, ""rank_points"": 2305}, {""id"":134868, ""name"": ""Tallon Griekspoor"", ""hand"":""R"", ""height"":188, ""ioc"": ""NED"", ""age"": 25.5, ""rank"": 62, ""rank_points"": 1001}]","{""score"": ""6-3 6-7(6) 7-6(3) 3-6 6-4"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 250, ""winner_id"": 105807, ""loser_id"": 134868}"
"2022-580","Australian Open","Hard",128,"G",20220117,170,"[{""id"": 207989, ""name"": ""Carlos Alcaraz"", ""hand"": ""R"",""height"":185,""ioc"":""ESP"",""age"":18.7, ""rank"": 31, ""rank_points"": 1609}, {""id"":105583, ""name"": ""Dusan Lajovic"", ""hand"":""R"", ""height"":180, ""ioc"": ""SRB"", ""age"": 31.5, ""rank"": 39, ""rank_points"": 1346}]","{""score"": ""6-2 6-1 7-5"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 116, ""winner_id"": 207989, ""loser_id"": 105583}"
"2022-580","Australian Open","Hard",128,"G",20220117,171,"[{""id"": 126610, ""name"": ""Matteo Berrettini"", ""hand"": ""R"",""height"":196,""ioc"":""ITA"",""age"":25.7, ""rank"": 7, ""rank_points"": 4568}, {""id"":111578, ""name"": ""Stefan Kozlov"", ""hand"":""R"", ""height"":183, ""ioc"": ""USA"", ""age"": 23.9, ""rank"": 169, ""rank_points"": 401}]","{""score"": ""6-1 4-6 6-4 6-1"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 158, ""winner_id"": 126610, ""loser_id"": 111578}"
"2022-580","Australian Open","Hard",128,"G",20220117,172,"[{""id"": 100644, ""name"": ""Alexander Zverev"", ""hand"": ""R"",""height"":198,""ioc"":""GER"",""age"":24.7, ""rank"": 3, ""rank_points"": 7970}, {""id"":105357, ""name"": ""John Millman"", ""hand"":""R"", ""height"":183, ""ioc"": ""AUS"", ""age"": 32.5, ""rank"": 89, ""rank_points"": 788}]","{""score"": ""6-4 6-4 6-0"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 119, ""winner_id"": 100644, ""loser_id"": 105357}"
"2022-580","Australian Open","Hard",128,"G",20220117,173,"[{""id"": 105430, ""name"": ""Radu Albot"", ""hand"": ""R"",""height"":175,""ioc"":""MDA"",""age"":32.1, ""rank"": 124, ""rank_points"": 587}, {""id"":126846, ""name"": ""Aleksandar Vukic"", ""hand"":""R"", ""height"":188, ""ioc"": ""AUS"", ""age"": 25.7, ""rank"": 144, ""rank_points"": 477}]","{""score"": ""6-4 7-6(4) 6-4"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 136, ""winner_id"": 105430, ""loser_id"": 126846}"
"2022-580","Australian Open","Hard",128,"G",20220117,174,"[{""id"": 124187, ""name"": ""Reilly Opelka"", ""hand"": ""R"",""height"":211,""ioc"":""USA"",""age"":24.3, ""rank"": 29, ""rank_points"": 1776}, {""id"":136440, ""name"": ""Dominik Koepfer"", ""hand"":""L"", ""height"":180, ""ioc"": ""GER"", ""age"": 27.7, ""rank"": 53, ""rank_points"": 1096}]","{""score"": ""6-4 6-3 7-6(4)"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 133, ""winner_id"": 124187, ""loser_id"": 136440}"
"2022-580","Australian Open","Hard",128,"G",20220117,175,"[{""id"": 133430, ""name"": ""Denis Shapovalov"", ""hand"": ""L"",""height"":185,""ioc"":""CAN"",""age"":22.7, ""rank"": 14, ""rank_points"": 2593}, {""id"":126952, ""name"": ""Soon Woo Kwon"", ""hand"":""R"", ""height"":180, ""ioc"": ""KOR"", ""age"": 24.1, ""rank"": 54, ""rank_points"": 1085}]","{""score"": ""7-6(6) 6-7(3) 6-7(6) 7-5 6-2"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 265, ""winner_id"": 133430, ""loser_id"": 126952}"
"2022-580","Australian Open","Hard",128,"G",20220117,176,"[{""id"": 105173, ""name"": ""Adrian Mannarino"", ""hand"": ""L"",""height"":183,""ioc"":""FRA"",""age"":33.5, ""rank"": 69, ""rank_points"": 879}, {""id"":128034, ""name"": ""Hubert Hurkacz"", ""hand"":""R"", ""height"":196, ""ioc"": ""POL"", ""age"": 24.9, ""rank"": 11, ""rank_points"": 3336}]","{""score"": ""6-4 6-2 6-3"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 123, ""winner_id"": 105173, ""loser_id"": 128034}"
"2022-580","Australian Open","Hard",128,"G",20220117,177,"[{""id"": 106234, ""name"": ""Aslan Karatsev"", ""hand"": ""R"",""height"":185,""ioc"":""RUS"",""age"":28.3, ""rank"": 15, ""rank_points"": 2553}, {""id"":111456, ""name"": ""Mackenzie Mcdonald"", ""hand"":""R"", ""height"":178, ""ioc"": ""USA"", ""age"": 26.7, ""rank"": 55, ""rank_points"": 1084}]","{""score"": ""3-6 6-2 6-2 6-3"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 153, ""winner_id"": 106234, ""loser_id"": 111456}"
"2022-580","Australian Open","Hard",128,"G",20220117,178,"[{""id"": 111575, ""name"": ""Karen Khachanov"", ""hand"": ""R"",""height"":198,""ioc"":""RUS"",""age"":25.6, ""rank"": 30, ""rank_points"": 1748}, {""id"":126127, ""name"": ""Benjamin Bonzi"", ""hand"":""R"", ""height"":185, ""ioc"": ""FRA"", ""age"": 25.6, ""rank"": 63, ""rank_points"": 979}]","{""score"": ""6-4 6-0 7-5"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 124, ""winner_id"": 111575, ""loser_id"": 126127}"
"2022-580","Australian Open","Hard",128,"G",20220117,179,"[{""id"": 104745, ""name"": ""Rafael Nadal"", ""hand"": ""L"",""height"":185,""ioc"":""ESP"",""age"":35.6, ""rank"": 5, ""rank_points"": 4875}, {""id"":105870, ""name"": ""Yannick Hanfmann"", ""hand"":""R"", ""height"":193, ""ioc"": ""GER"", ""age"": 30.1, ""rank"": 126, ""rank_points"": 583}]","{""score"": ""6-2 6-3 6-4"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 162, ""winner_id"": 104745, ""loser_id"": 105870}"
"2022-580","Australian Open","Hard",128,"G",20220117,180,"[{""id"": 104665, ""name"": ""Pablo Andujar"", ""hand"": ""R"",""height"":180,""ioc"":""ESP"",""age"":35.9, ""rank"": 83, ""rank_points"": 800}, {""id"":144684, ""name"": ""Alex Molcan"", ""hand"":""L"", ""height"":178, ""ioc"": ""SVK"", ""age"": 24.1, ""rank"": 74, ""rank_points"": 839}]","{""score"": ""6-4 7-6(6) 0-6 6-1"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 187, ""winner_id"": 104665, ""loser_id"": 144684}"
"2022-580","Australian Open","Hard",128,"G",20220117,181,"[{""id"": 200282, ""name"": ""Alex De Minaur"", ""hand"": ""R"",""height"":183,""ioc"":""AUS"",""age"":22.9, ""rank"": 42, ""rank_points"": 1316}, {""id"":111794, ""name"": ""Kamil Majchrzak"", ""hand"":""R"", ""height"":183, ""ioc"": ""POL"", ""age"": 26.0, ""rank"": 107, ""rank_points"": 708}]","{""score"": ""6-4 6-4 6-2"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 99, ""winner_id"": 200282, ""loser_id"": 111794}"
"2022-580","Australian Open","Hard",128,"G",20220117,182,"[{""id"": 106121, ""name"": ""Taro Daniel"", ""hand"": ""R"",""height"":191,""ioc"":""JPN"",""age"":28.9, ""rank"": 120, ""rank_points"": 606}, {""id"":104918, ""name"": ""Andy Murray"", ""hand"":""R"", ""height"":190, ""ioc"": ""GBR"", ""age"": 34.6, ""rank"": 113, ""rank_points"": 671}]","{""score"": ""6-4 6-4 6-4"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 168, ""winner_id"": 106121, ""loser_id"": 104918}"
"2022-580","Australian Open","Hard",128,"G",20220117,183,"[{""id"": 206173, ""name"": ""Jannik Sinner"", ""hand"": ""R"",""height"":188,""ioc"":""ITA"",""age"":20.4, ""rank"": 10, ""rank_points"": 3390}, {""id"":105449, ""name"": ""Steve Johnson"", ""hand"":""R"", ""height"":188, ""ioc"": ""USA"", ""age"": 32.0, ""rank"": 104, ""rank_points"": 724}]","{""score"": ""6-2 6-4 6-3"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 101, ""winner_id"": 206173, ""loser_id"": 105449}"
"2022-580","Australian Open","Hard",128,"G",20220117,184,"[{""id"": 105138, ""name"": ""Roberto Bautista Agut"", ""hand"": ""R"",""height"":183,""ioc"":""ESP"",""age"":33.7, ""rank"": 18, ""rank_points"": 2385}, {""id"":104259, ""name"": ""Philipp Kohlschreiber"", ""hand"":""R"", ""height"":178, ""ioc"": ""GER"", ""age"": 38.2, ""rank"": 134, ""rank_points"": 533}]","{""score"": ""6-1 6-0 6-3"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 88, ""winner_id"": 105138, ""loser_id"": 104259}"
"2022-580","Australian Open","Hard",128,"G",20220117,185,"[{""id"": 126203, ""name"": ""Taylor Fritz"", ""hand"": ""R"",""height"":193,""ioc"":""USA"",""age"":24.2, ""rank"": 22, ""rank_points"": 2175}, {""id"":126207, ""name"": ""Frances Tiafoe"", ""hand"":""R"", ""height"":188, ""ioc"": ""USA"", ""age"": 23.9, ""rank"": 34, ""rank_points"": 1467}]","{""score"": ""6-4 6-3 7-6(5)"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 159, ""winner_id"": 126203, ""loser_id"": 126207}"
"2022-580","Australian Open","Hard",128,"G",20220117,186,"[{""id"": 105332, ""name"": ""Benoit Paire"", ""hand"": ""R"",""height"":196,""ioc"":""FRA"",""age"":32.6, ""rank"": 56, ""rank_points"": 1075}, {""id"":105777, ""name"": ""Grigor Dimitrov"", ""hand"":""R"", ""height"":188, ""ioc"": ""BUL"", ""age"": 30.6, ""rank"": 28, ""rank_points"": 1821}]","{""score"": ""6-4 6-4 6-7(4) 7-6(2)"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 198, ""winner_id"": 105332, ""loser_id"": 105777}"
"2022-580","Australian Open","Hard",128,"G",20220117,187,"[{""id"": 126774, ""name"": ""Stefanos Tsitsipas"", ""hand"": ""R"",""height"":193,""ioc"":""GRE"",""age"":23.4, ""rank"": 4, ""rank_points"": 6540}, {""id"":202104, ""name"": ""Sebastian Baez"", ""hand"":""R"", ""height"":170, ""ioc"": ""ARG"", ""age"": 21.0, ""rank"": 88, ""rank_points"": 791}]","{""score"": ""7-6(1) 6-7(5) 6-3 6-4"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 202, ""winner_id"": 126774, ""loser_id"": 202104}"
"2022-580","Australian Open","Hard",128,"G",20220117,188,"[{""id"": 126094, ""name"": ""Andrey Rublev"", ""hand"": ""R"",""height"":188,""ioc"":""RUS"",""age"":24.2, ""rank"": 6, ""rank_points"": 4785}, {""id"":105575, ""name"": ""Ricardas Berankis"", ""hand"":""R"", ""height"":175, ""ioc"": ""LTU"", ""age"": 31.5, ""rank"": 93, ""rank_points"": 761}]","{""score"": ""6-4 6-2 6-0"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 107, ""winner_id"": 126094, ""loser_id"": 105575}"
"2022-580","Australian Open","Hard",128,"G",20220117,189,"[{""id"": 105227, ""name"": ""Marin Cilic"", ""hand"": ""R"",""height"":198,""ioc"":""CRO"",""age"":33.3, ""rank"": 27, ""rank_points"": 1840}, {""id"":105613, ""name"": ""Norbert Gombos"", ""hand"":""R"", ""height"":193, ""ioc"": ""SVK"", ""age"": 31.4, ""rank"": 117, ""rank_points"": 624}]","{""score"": ""6-2 6-3 3-6 7-6(6)"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 160, ""winner_id"": 105227, ""loser_id"": 105613}"
"2022-580","Australian Open","Hard",128,"G",20220117,190,"[{""id"": 105554, ""name"": ""Daniel Evans"", ""hand"": ""R"",""height"":175,""ioc"":""GBR"",""age"":31.6, ""rank"": 24, ""rank_points"": 1957}, {""id"":126239, ""name"": ""Arthur Rinderknech"", ""hand"":""R"", ""height"":196, ""ioc"": ""FRA"", ""age"": 26.4, ""rank"": 48, ""rank_points"": 1178}]","{""score"": ""W/O"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 0, ""winner_id"": 105554, ""loser_id"": 126239}"
"2022-580","Australian Open","Hard",128,"G",20220117,191,"[{""id"": 200000, ""name"": ""Felix Auger Aliassime"", ""hand"": ""R"",""height"":193,""ioc"":""CAN"",""age"":21.4, ""rank"": 9, ""rank_points"": 3608}, {""id"":200221, ""name"": ""Alejandro Davidovich Fokina"", ""hand"":""R"", ""height"":183, ""ioc"": ""ESP"", ""age"": 22.6, ""rank"": 50, ""rank_points"": 1160}]","{""score"": ""7-6(4) 6-7(4) 7-6(5) 7-6(4)"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 259, ""winner_id"": 200000, ""loser_id"": 200221}"
"2022-580","Australian Open","Hard",128,"G",20220117,192,"[{""id"": 106331, ""name"": ""Christopher Oconnell"", ""hand"": ""R"",""height"":183,""ioc"":""AUS"",""age"":27.6, ""rank"": 175, ""rank_points"": 383}, {""id"":106043, ""name"": ""Diego Schwartzman"", ""hand"":""R"", ""height"":170, ""ioc"": ""ARG"", ""age"": 29.4, ""rank"": 13, ""rank_points"": 2730}]","{""score"": ""7-6(6) 6-4 6-4"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 187, ""winner_id"": 106331, ""loser_id"": 106043}"
"2022-580","Australian Open","Hard",128,"G",20220117,193,"[{""id"": 202195, ""name"": ""Maxime Cressy"", ""hand"": ""R"",""height"":198,""ioc"":""USA"",""age"":24.6, ""rank"": 70, ""rank_points"": 875}, {""id"":207830, ""name"": ""Tomas Machac"", ""hand"":""R"", ""height"":183, ""ioc"": ""CZE"", ""age"": 21.2, ""rank"": 132, ""rank_points"": 555}]","{""score"": ""6-1 3-6 6-1 7-6(5)"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 157, ""winner_id"": 202195, ""loser_id"": 207830}"
"2022-580","Australian Open","Hard",128,"G",20220117,194,"[{""id"": 122298, ""name"": ""Botic Van De Zandschulp"", ""hand"": ""R"",""height"":188,""ioc"":""NED"",""age"":26.2, ""rank"": 57, ""rank_points"": 1069}, {""id"":104755, ""name"": ""Richard Gasquet"", ""hand"":""R"", ""height"":185, ""ioc"": ""FRA"", ""age"": 35.5, ""rank"": 81, ""rank_points"": 807}]","{""score"": ""4-6 6-0 4-0 RET"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 85, ""winner_id"": 122298, ""loser_id"": 104755}"
"2022-580","Australian Open","Hard",128,"G",20220117,195,"[{""id"": 106421, ""name"": ""Daniil Medvedev"", ""hand"": ""R"",""height"":198,""ioc"":""RUS"",""age"":25.9, ""rank"": 2, ""rank_points"": 8935}, {""id"":106401, ""name"": ""Nick Kyrgios"", ""hand"":""R"", ""height"":193, ""ioc"": ""AUS"", ""age"": 26.7, ""rank"": 115, ""rank_points"": 648}]","{""score"": ""7-6(1) 6-4 4-6 6-2"", ""best_of"": 5, ""round"": ""R64"", ""minutes"": 178, ""winner_id"": 106421, ""loser_id"": 106401}"
"2022-580","Australian Open","Hard",128,"G",20220117,196,"[{""id"": 200175, ""name"": ""Miomir Kecmanovic"", ""hand"": ""R"",""height"":183,""ioc"":""SRB"",""age"":22.3, ""rank"": 77, ""rank_points"": 836}, {""id"":132283, ""name"": ""Lorenzo Sonego"", ""hand"":""R"", ""height"":191, ""ioc"": ""ITA"", ""age"": 26.6, ""rank"": 26, ""rank_points"": 1860}]","{""score"": ""6-4 6-7(8) 6-2 7-5"", ""best_of"": 5, ""round"": ""R32"", ""minutes"": 202, ""winner_id"": 200175, ""loser_id"": 132283}"
"2022-580","Australian Open","Hard",128,"G",20220117,197,"[{""id"": 104792, ""name"": ""Gael Monfils"", ""hand"": ""R"",""height"":193,""ioc"":""FRA"",""age"":35.3, ""rank"": 20, ""rank_points"": 2373}, {""id"":106426, ""name"": ""Cristian Garin"", ""hand"":""R"", ""height"":185, ""ioc"": ""CHI"", ""age"": 25.6, ""rank"": 19, ""rank_points"": 2375}]","{""score"": ""7-6(4) 6-1 6-3"", ""best_of"": 5, ""round"": ""R32"", ""minutes"": 121, ""winner_id"": 104792, ""loser_id"": 106426}"
